User_Id,Place_Id,Place_Ratings,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Latitude,Longitude,Location,Age
79,94,3.0,Sumur Gumuling,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II.,Taman Hiburan,Yogyakarta,7000,4.5,60.0,"{'lat': -7.808791100000001, 'lng': 110.3591825}",-7.8087911,110.3591825,"Jakarta Utara, DKI Jakarta",31.0
79,132,2.0,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,20000,4.5,60.0,"{'lat': -7.769987499999998, 'lng': 110.1210707}",-7.7699875,110.1210707,"Jakarta Utara, DKI Jakarta",31.0
79,139,5.0,Puncak Gunung Api Purba - Nglanggeran,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",Cagar Alam,Yogyakarta,10000,4.7,60.0,"{'lat': -7.841252999999998, 'lng': 110.543056}",-7.841253,110.543056,"Jakarta Utara, DKI Jakarta",31.0
79,144,1.0,Goa Jomblang,"Gua Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama Luweng Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul, DI Yogyakarta.\nSaat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal.\nSinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah\njika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"".",Cagar Alam,Yogyakarta,500000,4.6,60.0,"{'lat': -8.0281562, 'lng': 110.6383307}",-8.0281562,110.6383307,"Jakarta Utara, DKI Jakarta",31.0
79,167,5.0,Geoforest Watu Payung Turunan,"Bagi para pemburu keindahan matahari terbit yang tinggal atau berdomisili di Yogyakarta dan sekitarnya, Geoforest Watu Payung Turunan merupakan tujuan yang tepat. Keindahan matahari terbit, panorama alam, dan keunikan ornamen merupakan perpaduan sempurna yang tersaji di Geoforest Watu Payung Turunan. Tak hanya untuk memotret, obyek wisata ini juga pas untuk sekadar bersantai menikmati indahnya pagi.",Cagar Alam,Yogyakarta,0,4.5,60.0,"{'lat': -7.974294, 'lng': 110.4364363}",-7.974294,110.4364363,"Jakarta Utara, DKI Jakarta",31.0
79,177,2.5,Pantai Parangtritis,"Pantai Parangtritis (bahasa Jawa: ?????? ??????????, translit. Pasisir Parangtritis) adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.",Bahari,Yogyakarta,10000,4.5,60.0,"{'lat': -8.024607999999999, 'lng': 110.3298045}",-8.024608,110.3298045,"Jakarta Utara, DKI Jakarta",31.0
79,182,1.0,Hutan Mangrove Kulon Progo,"Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.
",Bahari,Yogyakarta,5000,4.1,120.0,"{'lat': -7.8933459, 'lng': 110.0198257}",-7.8933459,110.0198257,"Jakarta Utara, DKI Jakarta",31.0
79,184,2.0,Pantai Sepanjang,"Siapa sangka, ternyata Yogyakarta pun punya “Kuta”-nya sendiri Ialah Pantai Sepanjang, salah satu pantai di Kabuaten Gunungkidul. Daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya. Bahkan pantai ini digadang-gadang sebagai ‘Kuta Tempo Doeloe‘. Memang, pesona seperti apa yang ditawarkan pantai ini?",Bahari,Yogyakarta,10000,4.4,120.0,"{'lat': -8.136665599999999, 'lng': 110.5659962}",-8.1366656,110.5659962,"Jakarta Utara, DKI Jakarta",31.0
80,100,1.0,Taman Budaya Yogyakarta,"Taman Budaya Yogyakarta (TBY) (Hanacaraka:???????????????????, bahasa Jawa: Taman Budaya Ngayogyakarta) adalah sarana wisata yang terletak di Jalan Sri Wedani No 1, Yogyakarta. TBY memiliki kompleks gedung yang berfungsi sebagai tempat pameran, pertunjukan, dan berbagai kegiatan seni lainnya. TBY merupakan Unit Pelaksana Teknis Dinas (UPTD) pada Dinas Kebudayaan Provinsi Daerah Istimewa Yogyakarta. Fungsi dari TBY adalah sebagai pusat budaya termasuk di dalamnya pengembangan dan pengolahan pusat dokumentasi, etalase, dan informasi seni budaya dan pariwisata.
",Budaya,Yogyakarta,0,4.5,210.0,"{'lat': -7.8001041, 'lng': 110.3676579}",-7.8001041,110.3676579,"Jakarta Selatan, DKI Jakarta",32.0
80,108,2.0,Embung Tambakboyo,"Embung atau waduk Tambakboyo adalah konservasi air yang terletak di Dusun Tambakboyo, Kecamatan Depok, Kabupaten Sleman, Yogyakarta. Waduk ini memanfaatkan sumber air dari sungai Tambak Bayan dan sungai Buntung dengan luasan 7,8 ha. Waduk ini dibangun sejak tahun 2003 hingga 2008 dan diresmikan setahun kemudian.",Taman Hiburan,Yogyakarta,0,4.4,60.0,"{'lat': -7.756227000000001, 'lng': 110.4150131}",-7.756227,110.4150131,"Jakarta Selatan, DKI Jakarta",32.0
80,150,3.0,Wisata Kraton Jogja,"Kraton Jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota Yogyakarta. Kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah Kerajaan Mataram Islam menjadi Kerajaan Ngayogyakarta Surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi, dan merupakan salah komplek istana terbaik di tanah jawa. Keindahan Kraton Jogja ini tidak terlepas dari pendirinya, yaitu Sri Sultan Hamengkubuwono I yang merupakan arsitek dari kerajaannya ini. Apabila anda sedang wisata ke Kraton Jogja maka apabila anda dari Jalan Malioboro pertama anda akan disambut oleh Gapura Pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunan-bangunan Hindia Belanda. Setelah memasukinya anda akan memasuki Alun-alun Utara yang memiliki area yang cukup luas. Di sekelilingnya terdapat Joglo-joglo tertutup yang disebut Gedhong dan terbuka yang dinamakan Tratag. Di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks Kraton Yogyakarta, sehingga anda tidak merasa kelaparan.",Budaya,Yogyakarta,7000,4.7,60.0,"{'lat': -7.806753499999999, 'lng': 110.3636659}",-7.8067535,110.3636659,"Jakarta Selatan, DKI Jakarta",32.0
80,164,5.0,Pintoe Langit Dahromo,"Pintu Langit Dahromo ini menyediakan berbagai spot selfie yang hitz dan instagramable dengan latar belakang panorama keindahan sebagian Kota Jogja yang istimewa. Adapun berbagai spot foto tersebut seperti spot foto rumah dengan bunga-bunga disekitarnya, pintu langit, gardu pandang yang berbentuk love, dan ada juga sayap capung. Pintu Langit Dahromo berlokasi di Jl. Dahromo, Karang Asem, Muntuk, Dlingo, Bantul, Daerah Istimewa Yogyakarta 55783. Tepatnya berada di jalur wisata perbukitan sebelah selatan bukit Lintang Sewu. Untuk mencapai Pintu Langit ini, rute perjalanan yang dilalui cukup mudah karena berada dekat dengan wisata lainnya.",Cagar Alam,Yogyakarta,2500,4.4,60.0,"{'lat': -7.913608000000001, 'lng': 110.437783}",-7.913608,110.437783,"Jakarta Selatan, DKI Jakarta",32.0
80,173,2.5,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura",Bahari,Yogyakarta,10000,4.4,60.0,"{'lat': -8.1827028, 'lng': 110.6792399}",-8.1827028,110.6792399,"Jakarta Selatan, DKI Jakarta",32.0
80,210,5.0,Pantai Congot,"Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin.",Bahari,Yogyakarta,3000,4.3,60.0,"{'lat': -7.907542500000001, 'lng': 110.0535658}",-7.9075425,110.0535658,"Jakarta Selatan, DKI Jakarta",32.0
81,115,3.0,Monumen Sanapati,"Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah.",Budaya,Yogyakarta,15000,4.3,60.0,"{'lat': -7.788172800000001, 'lng': 110.3715403}",-7.7881728,110.3715403,"Bandung, Jawa Barat",29.0
81,120,1.0,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",Budaya,Yogyakarta,250000,4.5,90.0,"{'lat': -7.9583695, 'lng': 110.4407622}",-7.9583695,110.4407622,"Bandung, Jawa Barat",29.0
81,125,1.0,Alun-alun Utara Keraton Yogyakarta,Alun-alun utara atau dalam Bahasa Jawa disebut Alun-alun Lor merupakan salah satu land mark Kota Yogyakarta yang berupa sebuah tanah lapang yang berada di depan Keraton Yogyakarta. Disebut Alun-alun Lor karena di Kota Yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari Keraton Yogyakarta. Alun-alun Lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. Dua Pohon Beringin Besar itu masing-masing diberi nama Kyai Dewandaru dan Kyai Wijayandaru. Pada masa lalu di sekeliling Alun-alun Lor ditanam 63 Pohon Beringin yang melambangkan umur Nabi Muhammad SAW.,Budaya,Yogyakarta,0,4.6,60.0,"{'lat': -7.803897499999998, 'lng': 110.3644232}",-7.8038975,110.3644232,"Bandung, Jawa Barat",29.0
81,127,4.0,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.",Taman Hiburan,Yogyakarta,10000,4.3,60.0,"{'lat': -7.7044358, 'lng': 110.45026}",-7.7044358,110.45026,"Bandung, Jawa Barat",29.0
81,135,3.0,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",Pusat Perbelanjaan,Yogyakarta,0,4.0,60.0,"{'lat': -7.7916235, 'lng': 110.361956}",-7.7916235,110.361956,"Bandung, Jawa Barat",29.0
81,173,2.0,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura",Bahari,Yogyakarta,10000,4.4,60.0,"{'lat': -8.1827028, 'lng': 110.6792399}",-8.1827028,110.6792399,"Bandung, Jawa Barat",29.0
81,181,1.0,Pantai Sundak,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam.",Bahari,Yogyakarta,5000,4.5,60.0,"{'lat': -8.147072, 'lng': 110.6079043}",-8.147072,110.6079043,"Bandung, Jawa Barat",29.0
82,154,2.0,Pantai Ngrawe (Mesra),"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep “taman” yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!",Bahari,Yogyakarta,10000,4.5,60.0,"{'lat': -8.1333389, 'lng': 110.5537405}",-8.1333389,110.5537405,"Surabaya, Jawa Timur",24.0
82,159,1.0,Hutan Pinus Asri,"Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya.",Cagar Alam,Yogyakarta,2500,4.5,60.0,"{'lat': -7.9209209, 'lng': 110.4355651}",-7.9209209,110.4355651,"Surabaya, Jawa Timur",24.0
82,206,2.0,Wisata Kaliurang,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",Cagar Alam,Yogyakarta,8000,4.4,60.0,"{'lat': -7.6120675, 'lng': 110.4205209}",-7.6120675,110.4205209,"Surabaya, Jawa Timur",24.0
83,101,3.0,Kampung Wisata Sosro Menduran,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro",Budaya,Yogyakarta,0,4.0,60.0,"{'lat': -7.792189999999999, 'lng': 110.362151}",-7.79219,110.362151,"Bekasi, Jawa Barat",32.0
83,106,4.0,Kawasan Malioboro,"Jalan Malioboro adalah nama salah satu kawasan jalan dari tiga jalan di Kota Yogyakarta yang membentang dari Tugu Yogyakarta hingga ke perempatan Kantor Pos Yogyakarta. Secara keseluruhan terdiri dari Jalan Margo Utomo, Jalan Malioboro, dan Jalan Margo Mulyo. Jalan ini merupakan poros Garis Imajiner Kraton Yogyakarta.",Taman Hiburan,Yogyakarta,0,4.8,60.0,"{'lat': -7.793167, 'lng': 110.3655238}",-7.793167,110.3655238,"Bekasi, Jawa Barat",32.0
83,130,3.0,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",Taman Hiburan,Yogyakarta,10000,4.4,120.0,"{'lat': -7.805793599999998, 'lng': 110.2367304}",-7.8057936,110.2367304,"Bekasi, Jawa Barat",32.0
83,152,1.0,Pantai Patihan,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari.",Bahari,Yogyakarta,5000,4.1,45.0,"{'lat': -7.997777999999999, 'lng': 110.2449113}",-7.997778,110.2449113,"Bekasi, Jawa Barat",32.0
83,159,2.0,Hutan Pinus Asri,"Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya.",Cagar Alam,Yogyakarta,2500,4.5,60.0,"{'lat': -7.9209209, 'lng': 110.4355651}",-7.9209209,110.4355651,"Bekasi, Jawa Barat",32.0
83,169,3.0,Puncak Segoro,"Puncak Segoro menjadi destinasi wisata terbaru di Yogyakarta yang menawarkan sajian pesona sunset yang mempesona. Puncak Segoro Jogja sendiri berlokasi di pinggir pantai selatan Yogyakarta. Kenapa di beri nama Puncak Segoro, Karena lokasinya berada di atas lautan dengan lanscape pemandangan alam yang luar biasa. Berupa tebing tinggi yang menghadap ke laut kidul membuat keindahan panorama yang di sajikan begitu istimewa.",Cagar Alam,Yogyakarta,5000,4.2,90.0,"{'lat': -8.1026167, 'lng': 110.4562084}",-8.1026167,110.4562084,"Bekasi, Jawa Barat",32.0
83,173,4.0,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura",Bahari,Yogyakarta,10000,4.4,60.0,"{'lat': -8.1827028, 'lng': 110.6792399}",-8.1827028,110.6792399,"Bekasi, Jawa Barat",32.0
83,184,1.0,Pantai Sepanjang,"Siapa sangka, ternyata Yogyakarta pun punya “Kuta”-nya sendiri Ialah Pantai Sepanjang, salah satu pantai di Kabuaten Gunungkidul. Daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya. Bahkan pantai ini digadang-gadang sebagai ‘Kuta Tempo Doeloe‘. Memang, pesona seperti apa yang ditawarkan pantai ini?",Bahari,Yogyakarta,10000,4.4,120.0,"{'lat': -8.136665599999999, 'lng': 110.5659962}",-8.1366656,110.5659962,"Bekasi, Jawa Barat",32.0
83,189,5.0,Pantai Nguluran,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",Bahari,Yogyakarta,10000,4.1,60.0,"{'lat': -8.1060061, 'lng': 110.4618655}",-8.1060061,110.4618655,"Bekasi, Jawa Barat",32.0
